"selection3_name","selection3_url","selection3_selection4","selection3_selection5","selection3_selection6","selection3_selection7","selection3_selection9","selection3_selection8","selection3_selection10"
"BDA008","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDA008","1-30015","SHAFT ADAPTOR","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDA008
OEM Part #1-30015
SHAFT ADAPTOR
Fits: Motor Shaft
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 3/26/2014","http://www.rpiparts.com/pimages/BDA008.GIF","",""
"BDA015","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDA015","1-61716","HEAD COVER ASSEMBLY","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDA015
OEM Part #1-61716
HEAD COVER ASSEMBLY
Fits: Motor Shaft
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 11/16/2006","http://www.rpiparts.com/pimages/BDA015.GIF","",""
"BDB001","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDB001","919808 / E-107","BRUSH","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDB001
OEM Part #919808 / E-107
BRUSH
2 per package
Size: .250"" x .187"" x .650"" lg.
Radius: None
Spring Length: 1.100""
MFG 1983-1987
Copper shunt wire
Fits: Brush Holder Assembly/Small brush Bodine motor with brush cap that has threaded OD and flat brass insert
Model(s) This Part Fits: 630 Select-A-Fuge, Hood & Motor: E026, E027, E028 & E029, Motor: Bodine (Small brush) - E-129 & E-130, Universal #24
Catalog Page(s): 3-400, 4-902, 4-1400, 13-100
Part Description Updated: 3/29/2013","http://www.rpiparts.com/pimages/BDB001.GIF","2 per package
Size: .250"" x .187"" x .650"" lg.
Radius: None
Spring Length: 1.100""
MFG 1983-1987
Copper shunt wire","Notes: Model #630 Select-A-Fuge (Serial #71000 and above)"
"BDB002","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDB002","919807","BRUSH","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDB002
OEM Part #919807
BRUSH
2 per package
Size: 1/4 x 1/8 x 21/32
Spring Length: 1-3/8""
Fits: Brush Holder Assembly
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400, 13-100
Part Description Updated: 5/15/2008","http://www.rpiparts.com/pimages/BDB002.GIF","2 per package
Size: 1/4 x 1/8 x 21/32
Spring Length: 1-3/8""","Notes: Model #630 Select-A-Fuge (Serial #70999 and below)"
"BDC006","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDC006","1-61705","SPEED CONTROL","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDC006
OEM Part #1-61705
SPEED CONTROL
Mounts in control panel
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 10/10/2006","http://www.rpiparts.com/pimages/BDC006.GIF","Mounts in control panel",""
"BDF009","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDF009","1-06307","REPLACED BY RPF300","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDF009
OEM Part #1-06307
FOOT - REPLACED BY PART #RPF300
4 per package
Suction cup style 8-32 x 3/8 stud
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 5/15/2008","http://www.rpiparts.com/pimages/BDF009.GIF","4 per package
Suction cup style 8-32 x 3/8 stud",""
"BDG003","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDG003","61706","NO LONGER AVAILABLE","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDG003
OEM Part #61706
LID GASKET
Fits: Housing Assembly
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 5/15/2008","http://www.rpiparts.com/pimages/BDG003.GIF","",""
"BDG004","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDG004","106332","HEMATOCRIT GASKET","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDG004
OEM Part #106332
HEMATOCRIT GASKET
Fits: Head Assembly
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 10/1/2014","http://www.rpiparts.com/pimages/BDG004.GIF","",""
"BDL011","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDL011","1-06345","BRAKE LOCK LINING","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDL011
OEM Part #1-06345
BRAKE LOCK LINING
12 per package
Fits: Brake Assembly
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 10/10/2006","http://www.rpiparts.com/pimages/BDL011.GIF","12 per package",""
"BDM007","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDM007","1-61703","MOTOR ASSEMBLY","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDM007
OEM Part #1-61703
MOTOR ASSEMBLY
115VAC, 60 Hz., 1/10 HP, 10,000 RPM
Includes motor, and (2) wiring connector
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 10/30/2000","http://www.rpiparts.com/pimages/BDM007.GIF","115VAC, 60 Hz., 1/10 HP, 10,000 RPM
Includes motor, and (2) wiring connector",""
"BDN013","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDN013","1-06304","HEAD COVER NUT","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDN013
OEM Part #1-06304
HEAD COVER NUT
Fits: Head Assembly
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-400
Part Description Updated: 10/10/2006","http://www.rpiparts.com/pimages/BDN013.GIF","",""
"BDS010","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDS010","1-06341","BRAKE LOCK SPRING","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDS010
OEM Part #1-06341
BRAKE LOCK SPRING
5 per package
Fits: Brake Assembly
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-401
Part Description Updated: 10/30/2000","http://www.rpiparts.com/pimages/BDS010.GIF","5 per package",""
"BDT005","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=BDT005","106302","NO LONGER AVAILABLE","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #BDT005
OEM Part #106302
MECHANICAL TIME SWITCH (5 MINUTE)
SPST
5 minutes
Switch: 16A, 125/250VAC
Includes timer, face plate, and mounting screws
Switch is slightly larger than OEM's; No push button start
Mounts in Control Panel
Model(s) This Part Fits: 630 Select-A-Fuge
Catalog Page(s): 3-401
Part Description Updated: 12/4/2013","http://www.rpiparts.com/pimages/BDT005.GIF","SPST
5 minutes
Switch: 16A, 125/250VAC
Includes timer, face plate, and mounting screws
Switch is slightly larger than OEM's; No push button start
Mounts in Control Panel",""
"RPF300","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=46&rpinum=RPF300","1-06307, 42059119, 0591-613-000, 42000106, 0001-609-000, V6135 & 3023","SUCTION FOOT CUP","CENTRIFUGES
BIO-DYNAMICS
630 Select-A-Fuge","RPI Part #RPF300
OEM Part #1-06307, 42059119, 0591-613-000, 42000106, 0001-609-000, V6135 & 3023
SUCTION FOOT CUP
4 per package
#8/32 x 3/8 Stud
Fits: Bottom of machine
Model(s) This Part Fits: 630 Select-A-Fuge, 777, Analytical, Physicians Compact, Physicians Jr., Readacrit & MP Readacrit, Safeguard, Safety-Head, VanGuard V-6000, VanGuard V-6500
Catalog Page(s): 10-1400
Part Description Updated: 11/11/2011","http://www.rpiparts.com/pimages/RPF300.GIF","4 per package
#8/32 x 3/8 Stud",""
"BDP018","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=44&rpinum=BDP018","238234","CALIBRATION POTENTIOMETER","CENTRIFUGES
BIO-DYNAMICS
Uni-Meter #300","RPI Part #BDP018
OEM Part #238234
CALIBRATION POTENTIOMETER
Fits: Control Panel
Model(s) This Part Fits: Uni-Meter #300
Catalog Page(s): 3-401
Part Description Updated: 2/6/2000","http://www.rpiparts.com/pimages/BDP018.GIF","",""
"BDS019","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=44&rpinum=BDS019","224139","POWER SWITCH","CENTRIFUGES
BIO-DYNAMICS
Uni-Meter #300","RPI Part #BDS019
OEM Part #224139
POWER SWITCH
DPST
1A, 250VAC; 5A, 125VAC
Mounts in Control Panel
Model(s) This Part Fits: Uni-Meter #300
Catalog Page(s): 3-401
Part Description Updated: 10/10/2006","http://www.rpiparts.com/pimages/BDS019.GIF","DPST
1A, 250VAC; 5A, 125VAC
Mounts in Control Panel",""
"BDT017","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=44&rpinum=BDT017","105015","MECHANICAL TIMER WITH BELL - NO SWITCH (30 MINUTE)","CENTRIFUGES
BIO-DYNAMICS
Uni-Meter #300","RPI Part #BDT017
OEM Part #105015
MECHANICAL TIMER WITH BELL - NO SWITCH (30 MINUTE)
See NOTES below for Specs
Model(s) This Part Fits: Uni-Meter #300
Catalog Page(s): 3-401, 13-102
Part Description Updated: 10/1/2014","http://www.rpiparts.com/pimages/BDT017.GIF","See NOTES below for Specs","Notes:
Time & Alert Specs:
30 Minutes, Bell Alert
Motor Specs:
NONE
Switch Specs:
NONE
Mount Specs:
3/8-24 x 3/8"" lg. Bushing
Shaft Specs:
1/4"" dia. x 13/16"" lg. with Flat
Dimensions Specs:
2-11/16"" dia. x 1-1/4"" DP."
"BDB001","http://www.rpiparts.com/PartPage.asp?equip=6&oem=10&model=45&rpinum=BDB001","919808 / E-107","BRUSH","CENTRIFUGES
BIO-DYNAMICS
Universal #24","RPI Part #BDB001
OEM Part #919808 / E-107
BRUSH
2 per package
Size: .250"" x .187"" x .650"" lg.
Radius: None
Spring Length: 1.100""
MFG 1983-1987
Copper shunt wire
Fits: Brush Holder Assembly/Small brush Bodine motor with brush cap that has threaded OD and flat brass insert
Model(s) This Part Fits: 630 Select-A-Fuge, Hood & Motor: E026, E027, E028 & E029, Motor: Bodine (Small brush) - E-129 & E-130, Universal #24
Catalog Page(s): 3-400, 4-902, 4-1400, 13-100
Part Description Updated: 3/29/2013","http://www.rpiparts.com/pimages/BDB001.GIF","2 per package
Size: .250"" x .187"" x .650"" lg.
Radius: None
Spring Length: 1.100""
MFG 1983-1987
Copper shunt wire","Notes: Model #630 Select-A-Fuge (Serial #71000 and above)"
"CAC037","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=109&rpinum=CAC037","420941 / 0941-000-000","NO LONGER AVAILABLE","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
0900 Tube Shields","RPI Part #CAC037
OEM Part #420941 / 0941-000-000
RUBBER CUSHION
12 per package
Color: Black
Model(s) This Part Fits: 0900 Tube Shields
Catalog Page(s): 3-513
Part Description Updated: 12/19/2011","http://www.rpiparts.com/pimages/CAC037.GIF","12 per package
Color: Black",""
"CAC039","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=107&rpinum=CAC039","420943 / 0943-000-000","RUBBER CUSHION","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
0901 Tube Shields","RPI Part #CAC039
OEM Part #420943 / 0943-000-000
RUBBER CUSHION
12 per package
Color: Green
Model(s) This Part Fits: 0901 Tube Shields
Catalog Page(s): 3-513
Part Description Updated: 12/15/2009","http://www.rpiparts.com/pimages/CAC039.GIF","12 per package
Color: Green",""
"CAC038","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=106&rpinum=CAC038","420942 / 0942-000-000","RUBBER CUSHION","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
0908 Tube Shields","RPI Part #CAC038
OEM Part #420942 / 0942-000-000
RUBBER CUSHION
12 per package
Color: Black
Model(s) This Part Fits: 0908 Tube Shields
Catalog Page(s): 3-513
Part Description Updated: 12/15/2009","http://www.rpiparts.com/pimages/CAC038.GIF","12 per package
Color: Black",""
"CAC015","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=104&rpinum=CAC015","421252 / 42010414 / 421430 / 42055814 / 421336/ 42022703 / 0541-603-000","INDUSTRIAL GRADE POWER CORD (10A @ 125VAC, 8 ft.)","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Analytical","RPI Part #CAC015
OEM Part #421252 / 42010414 / 421430 / 42055814 / 421336/ 42022703 / 0541-603-000
INDUSTRIAL GRADE POWER CORD (10A @ 125VAC, 8 ft.)
Length: 8 ft.
18/3 SJTW, 105°C; 10A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: None; OD Cord: 0.328""
Color: Black
Includes: Grommet
For a complete listing of related parts, click this link. (Adobe PDF)
Model(s) This Part Fits: Analytical, Autocrit, Autocrit II, Autocrit Ultra III, Cyclomixer, Dynac, Dynac II, Micro-Hematocrit, Micro-Hematocrit II, Micro-Hematocrit III, Physicians Compact, Physicians Jr., QBC 4207, Readacrit & MP Readacrit, Safeguard, Safety-Head, Sero-Fuge, Sero-Fuge II, Triac, Yankee Pipette Shaker, Yankee Rotator
Catalog Page(s): 3-501, 3-502, 3-504, 3-506, 3-508, 3-510, 3-511, 3-512, 6-303
Part Description Updated: 5/26/2016","http://www.rpiparts.com/pimages/CAC015.GIF","Length: 8 ft.
18/3 SJTW, 105°C; 10A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: None; OD Cord: 0.328""
Color: Black
Includes: Grommet
For a complete listing of related parts, click this link. (Adobe PDF)",""
"CAD108","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=104&rpinum=CAD108","42015102 / 0151-600-010","MOTOR DRIVE ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Analytical","RPI Part #CAD108
OEM Part #42015102 / 0151-600-010
MOTOR DRIVE ASSEMBLY
Brass
Includes motor drive and (2) set screws (RPI Part #RPH201)
Fits: Motor Shaft
Model(s) This Part Fits: Analytical, Compact II, Physicians Compact
Catalog Page(s): 3-512
Part Description Updated: 12/15/2009","http://www.rpiparts.com/pimages/CAD108.GIF","Brass
Includes motor drive and (2) set screws (RPI Part #RPH201)",""
"CAF010","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=104&rpinum=CAF010","421136 / 42000106 / 0001-609-000","REPLACED BY RPF300","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Analytical","RPI Part #CAF010
OEM Part #421136 / 42000106 / 0001-609-000
FOOT - REPLACED BY PART #RPF300
3 per package
8-32 x 3/8 stud
Mounts to base plate
Model(s) This Part Fits: Analytical, Physicians Compact, Physicians Jr., Safeguard, Safety-Head
Catalog Page(s): 3-508, 3-512
Part Description Updated: 11/3/2010","http://www.rpiparts.com/pimages/CAF010.GIF","3 per package
8-32 x 3/8 stud
Mounts to base plate",""
"CAS042","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=104&rpinum=CAS042","42012302 / 0123-602-000","ON/OFF SWITCH ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Analytical","RPI Part #CAS042
OEM Part #42012302 / 0123-602-000
ON/OFF SWITCH ASSEMBLY
Replaces new style switch only
SPDT
3A, 125VAC; 1A, 250VAC
Fits: Control Panel
Model(s) This Part Fits: Analytical, Physicians Compact, Physicians Jr., Yankee Rotator
Catalog Page(s): 3-512
Part Description Updated: 12/16/2009","http://www.rpiparts.com/pimages/CAS042.GIF","Replaces new style switch only
SPDT
3A, 125VAC; 1A, 250VAC",""
"CAS103","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=104&rpinum=CAS103","421261 / 42015103 / 0151-607-000","HEAD SCREW ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Analytical","RPI Part #CAS103
OEM Part #421261 / 42015103 / 0151-607-000
HEAD SCREW ASSEMBLY
Aluminum
Includes finger washer and retaining ring
Fits: Shaft of motor
Model(s) This Part Fits: Analytical, Compact II
Catalog Page(s): 3-512
Part Description Updated: 11/3/2010","http://www.rpiparts.com/pimages/CAS103.GIF","Aluminum
Includes finger washer and retaining ring",""
"RPF300","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=104&rpinum=RPF300","1-06307, 42059119, 0591-613-000, 42000106, 0001-609-000, V6135 & 3023","SUCTION FOOT CUP","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Analytical","RPI Part #RPF300
OEM Part #1-06307, 42059119, 0591-613-000, 42000106, 0001-609-000, V6135 & 3023
SUCTION FOOT CUP
4 per package
#8/32 x 3/8 Stud
Fits: Bottom of machine
Model(s) This Part Fits: 630 Select-A-Fuge, 777, Analytical, Physicians Compact, Physicians Jr., Readacrit & MP Readacrit, Safeguard, Safety-Head, VanGuard V-6000, VanGuard V-6500
Catalog Page(s): 10-1400
Part Description Updated: 11/11/2011","http://www.rpiparts.com/pimages/RPF300.GIF","4 per package
#8/32 x 3/8 Stud",""
"CAA001","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAA001","(OEM Part # Not Available)","HEAD ADAPTOR ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAA001
OEM Part # (OEM Part # Not Available)
HEAD ADAPTOR ASSEMBLY
Includes: Head Adaptor Nut (RPI Part #IEN004)
Fits: Pressed on Shaft of Motor
Model(s) This Part Fits: Autocrit, Micro-Hematocrit
Catalog Page(s): 3-501
Part Description Updated: 6/25/2014","http://www.rpiparts.com/pimages/CAA001.GIF","Includes: Head Adaptor Nut (RPI Part #IEN004)",""
"CAB018","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAB018","421402 / 421429 / 42055102 / 0001-600-001","BRUSH","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAB018
OEM Part #421402 / 421429 / 42055102 / 0001-600-001
BRUSH
2 per package
Size: 1/4 x 1/4 x 3/4
Radius: 1.0
Spring Length: 7/8
For a handy guide regarding Centrifuge Motors, Click here
Fits: Brush Holder Assembly
Model(s) This Part Fits: Autocrit, Autocrit II, Autocrit Ultra III, Dynac, Dynac II, Micro-Hematocrit II, Micro-Hematocrit III, Safeguard, Safety-Head, Triac
Catalog Page(s): 3-500, 3-502, 3-503, 3-504, 3-508, 3-511, 13-100
Part Description Updated: 11/3/2010","http://www.rpiparts.com/pimages/CAB018.GIF","2 per package
Size: 1/4 x 1/4 x 3/4
Radius: 1.0
Spring Length: 7/8
For a handy guide regarding Centrifuge Motors, Click here",""
"CAC015","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAC015","421252 / 42010414 / 421430 / 42055814 / 421336/ 42022703 / 0541-603-000","INDUSTRIAL GRADE POWER CORD (10A @ 125VAC, 8 ft.)","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAC015
OEM Part #421252 / 42010414 / 421430 / 42055814 / 421336/ 42022703 / 0541-603-000
INDUSTRIAL GRADE POWER CORD (10A @ 125VAC, 8 ft.)
Length: 8 ft.
18/3 SJTW, 105°C; 10A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: None; OD Cord: 0.328""
Color: Black
Includes: Grommet
For a complete listing of related parts, click this link. (Adobe PDF)
Model(s) This Part Fits: Analytical, Autocrit, Autocrit II, Autocrit Ultra III, Cyclomixer, Dynac, Dynac II, Micro-Hematocrit, Micro-Hematocrit II, Micro-Hematocrit III, Physicians Compact, Physicians Jr., QBC 4207, Readacrit & MP Readacrit, Safeguard, Safety-Head, Sero-Fuge, Sero-Fuge II, Triac, Yankee Pipette Shaker, Yankee Rotator
Catalog Page(s): 3-501, 3-502, 3-504, 3-506, 3-508, 3-510, 3-511, 3-512, 6-303
Part Description Updated: 5/26/2016","http://www.rpiparts.com/pimages/CAC015.GIF","Length: 8 ft.
18/3 SJTW, 105°C; 10A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: None; OD Cord: 0.328""
Color: Black
Includes: Grommet
For a complete listing of related parts, click this link. (Adobe PDF)",""
"CAC036","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAC036","42052104 / 0521-608-001","RUBBER CHANNEL","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAC036
OEM Part #42052104 / 0521-608-001
RUBBER CHANNEL
Mounts on guard assembly under lid assembly
Model(s) This Part Fits: Autocrit, Micro-Hematocrit, Sero-Fuge, Sero-Fuge II
Catalog Page(s): 3-501, 3-510
Part Description Updated: 1/30/2012","http://www.rpiparts.com/pimages/CAC036.GIF","Mounts on guard assembly under lid assembly",""
"CAC048","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAC048","(OEM Part # Not Available)","NO LONGER AVAILABLE","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAC048
OEM Part # (OEM Part # Not Available)
MOTOR MOUNTING GASKET
Fits: Mounting Plate
Model(s) This Part Fits: Autocrit, Micro-Hematocrit
Catalog Page(s): 3-500
Part Description Updated: 6/25/2014","http://www.rpiparts.com/pimages/CAC048.GIF","",""
"CAF014","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAF014","42055114 / 0551-607-000","SUCTION CUP FOOT","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAF014
OEM Part #42055114 / 0551-607-000
SUCTION CUP FOOT
4 per package
3/4 high shoulder
8-32 x 3/8 stud
Mounts to base plate
Model(s) This Part Fits: Autocrit, Micro-Hematocrit, Sero-Fuge
Catalog Page(s): 3-501
Part Description Updated: 12/16/2009","http://www.rpiparts.com/pimages/CAF014.GIF","4 per package
3/4 high shoulder
8-32 x 3/8 stud
Mounts to base plate",""
"CAK002","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAK002","(OEM Part # Not Available)","HEAD COVER KNOB ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAK002
OEM Part # (OEM Part # Not Available)
HEAD COVER KNOB ASSEMBLY
Includes retaining ring
Fits: Shaft Adaptor
Model(s) This Part Fits: Autocrit, Autocrit II
Catalog Page(s): 3-501, 3-502
Part Description Updated: 6/25/2014","http://www.rpiparts.com/pimages/CAK002.GIF","Includes retaining ring",""
"CAL033","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAL033","421445 / 42058001 / 0580-607-000","RUBBER CARRYING TRAY LINER","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAL033
OEM Part #421445 / 42058001 / 0580-607-000
RUBBER CARRYING TRAY LINER
Model(s) This Part Fits: Autocrit, Autocrit II, Autocrit Ultra III
Catalog Page(s): 3-501, 3-502, 3-504
Part Description Updated: 11/3/2010","http://www.rpiparts.com/pimages/CAL033.GIF","",""
"CAM049","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAM049","42055101 / 0551-600-000","REPLACED BY CAM115","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAM049
OEM Part #42055101 / 0551-600-000
MOTOR ASSEMBLY
120 VAC, 60 Hz., 11,700 RPM, +22%, -10%
Body of RPI motor is slightly larger than OEM's; Requires RPI brushes; Rewire per RPI instructions (included)
Includes motor, mounting plate, shaft adaptor, and spanner nut
Model(s) This Part Fits: Autocrit, Micro-Hematocrit
Catalog Page(s): 3-500
Part Description Updated: 12/4/2013","http://www.rpiparts.com/pimages/CAM049.GIF","120 VAC, 60 Hz., 11,700 RPM, +22%, -10%
Body of RPI motor is slightly larger than OEM's; Requires RPI brushes; Rewire per RPI instructions (included)
Includes motor, mounting plate, shaft adaptor, and spanner nut",""
"CAM115","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAM115","421417 / 42055801 / 0551-600-000 / 0558-600-00 / 0575-600-000","MOTOR & SPINDLE ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAM115
OEM Part #421417 / 42055801 / 0551-600-000 / 0558-600-00 / 0575-600-000
MOTOR & SPINDLE ASSEMBLY
120VAC, 60 Hz. 11,700 RPM (+22%, -10%)
Includes motor, shaft adapter, and spanner nut
Click RPI SERVICE TIP for information regarding FREE Motor Mounting Plate and Lower Chassis Cover Plate
See Notes below for replacement brush & cap
For a handy guide regarding Centrifuge Motors, Click here
For information regarding FREE Motor Mounting Plate and Chassis Cover Plate Click Here. (Adobe PDF)
Fits: Centrifuge housing
Model(s) This Part Fits: Autocrit, Autocrit II, Autocrit Ultra III, Micro-Hematocrit, Micro-Hematocrit II, Micro-Hematocrit III
Catalog Page(s): 3-500
Part Description Updated: 12/4/2013","http://www.rpiparts.com/pimages/CAM115.GIF","120VAC, 60 Hz. 11,700 RPM (+22%, -10%)
Includes motor, shaft adapter, and spanner nut
Click RPI SERVICE TIP for information regarding FREE Motor Mounting Plate and Lower Chassis Cover Plate
See Notes below for replacement brush & cap
For a handy guide regarding Centrifuge Motors, Click here","Notes:
Replacement Brush (RPI Part #CAB018) and Cap (RPI Part #RPC036)"
"CAS009","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAS009","42055113 / 0551-606-000","SHOCK MOUNT ASSEMBLY","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAS009
OEM Part #42055113 / 0551-606-000
SHOCK MOUNT ASSEMBLY
4 assemblies per package
Includes (4) 8-32 x 2"" Phillips head screw, (4) No. 8 flat washer, (4) .265"" ID x .500"" OD x .062"" Thk flat washer, (4) 8-32 hex nut, (4) 8-32 flex lock nut, (4) spacer, (4) rubber ball mount, (8) split key ring, and (8) No. 8 external tooth washer
All hardware stainless steel
Fits: Mounting Plate
Model(s) This Part Fits: Autocrit, Micro-Hematocrit
Catalog Page(s): 3-500
Part Description Updated: 12/4/2013","http://www.rpiparts.com/pimages/CAS009.GIF","4 assemblies per package
Includes (4) 8-32 x 2"" Phillips head screw, (4) No. 8 flat washer, (4) .265"" ID x .500"" OD x .062"" Thk flat washer, (4) 8-32 hex nut, (4) 8-32 flex lock nut, (4) spacer, (4) rubber ball mount, (8) split key ring, and (8) No. 8 external tooth washer
All hardware stainless steel",""
"CAS052","http://www.rpiparts.com/PartPage.asp?equip=6&oem=18&model=100&rpinum=CAS052","421406 / 42055107 / 0551-602-000","SAFETY SWITCH","CENTRIFUGES
CLAY ADAMS® (BECTON DICKINSON)
Autocrit","RPI Part #CAS052
OEM Part #421406 / 42055107 / 0551-602-000
SAFETY SWITCH
DPDT
6A, 125VAC; 3A, 250VAC
Mounts below latch assembly
Model(s) This Part Fits: Autocrit, Autocrit Ultra III, Micro-Hematocrit
Catalog Page(s): 3-501, 3-503
Part Description Updated: 11/3/2010","http://www.rpiparts.com/pimages/CAS052.GIF","DPDT
6A, 125VAC; 3A, 250VAC
Mounts below latch assembly",""
