"selection3_name","selection3_url","selection3_selection4","selection3_selection5","selection3_selection6","selection3_selection7","selection3_selection8","selection3_selection9","selection3_selection10"
"BUS025","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2720&rpinum=BUS025","861099","RECORD STYLUS","ECG/EKG & EEG MACHINES
BURDICK
EK-7","RPI Part #BUS025
OEM Part #861099
RECORD STYLUS
Fits: Galvanometer Assembly
Model(s) This Part Fits: E100, E200, E310, E320, EK-670, EK-7, EK-8
Catalog Page(s): 5-200
Part Description Updated: 12/12/2008","","http://www.rpiparts.com/pimages/BUS025.GIF",""
"CAF011","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2720&rpinum=CAF011","421285 / 42021004 / 850404 /0200-608-000","RUBBER FOOT","ECG/EKG & EEG MACHINES
BURDICK
EK-7","RPI Part #CAF011
OEM Part #421285 / 42021004 / 850404 /0200-608-000
RUBBER FOOT
4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below
Fits: Chassis/Base Plate
Model(s) This Part Fits: DC-185, DC-190, E500 TW, E600, EK-5, EK-5A, EK-6, EK-670, EK-7, EK-8, Foot Controls: F011 & F013, Hood & Motor: E026, E027, E028 & E029, MC-600, Statim 2000, Statim 5000, Statim G4 2000, Statim G4 5000, TMS-302, Triac
Catalog Page(s): 3-511, 4-902, 5-200, 10-605, 10-1509
Part Description Updated: 7/30/2014","4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below","http://www.rpiparts.com/pimages/CAF011.GIF","Notes: Fits Model Triac Serial #144999 and below.
Also Included In:
Rear-Rubber Foot Assembly (RPI Part #AMF180)
Front-Rubber Foot Assembly (RPI Part#AMF166)"
"BUB013","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2722&rpinum=BUB013","850502","TIMING BELT","ECG/EKG & EEG MACHINES
BURDICK
EK-8","RPI Part #BUB013
OEM Part #850502
Industry Part #130XL025
TIMING BELT
See ""Notes"" below
Fits: Drive Pulley
Model(s) This Part Fits: E100, E200, E310, E320, EK-670, EK-8
Catalog Page(s): 5-200
Part Description Updated: 7/30/2014","See ""Notes"" below","http://www.rpiparts.com/pimages/BUB013.GIF","Notes: This Timing Belt fits Model EK-670 Serial #'s 5999 and below"
"BUC017","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2722&rpinum=BUC017","097152","POWER CORD (7A @ 125VAC, 8 ft.)","ECG/EKG & EEG MACHINES
BURDICK
EK-8","RPI Part #BUC017
OEM Part #097152
POWER CORD (7A @ 125VAC, 8 ft.)
Length: 8 ft.
18/3 SJT, 60°C; 7A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: BMI-3
Color: Gray
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: AC Connector
Model(s) This Part Fits: EK-1, EK-2, EK-3, EK-4, EK-5, EK-5A, EK-8
Catalog Page(s): 5-201, 6-303
Part Description Updated: 8/21/2014","Length: 8 ft.
18/3 SJT, 60°C; 7A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: BMI-3
Color: Gray
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/BUC017.GIF",""
"BUS025","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2722&rpinum=BUS025","861099","RECORD STYLUS","ECG/EKG & EEG MACHINES
BURDICK
EK-8","RPI Part #BUS025
OEM Part #861099
RECORD STYLUS
Fits: Galvanometer Assembly
Model(s) This Part Fits: E100, E200, E310, E320, EK-670, EK-7, EK-8
Catalog Page(s): 5-200
Part Description Updated: 12/12/2008","","http://www.rpiparts.com/pimages/BUS025.GIF",""
"CAF011","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2722&rpinum=CAF011","421285 / 42021004 / 850404 /0200-608-000","RUBBER FOOT","ECG/EKG & EEG MACHINES
BURDICK
EK-8","RPI Part #CAF011
OEM Part #421285 / 42021004 / 850404 /0200-608-000
RUBBER FOOT
4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below
Fits: Chassis/Base Plate
Model(s) This Part Fits: DC-185, DC-190, E500 TW, E600, EK-5, EK-5A, EK-6, EK-670, EK-7, EK-8, Foot Controls: F011 & F013, Hood & Motor: E026, E027, E028 & E029, MC-600, Statim 2000, Statim 5000, Statim G4 2000, Statim G4 5000, TMS-302, Triac
Catalog Page(s): 3-511, 4-902, 5-200, 10-605, 10-1509
Part Description Updated: 7/30/2014","4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below","http://www.rpiparts.com/pimages/CAF011.GIF","Notes: Fits Model Triac Serial #144999 and below.
Also Included In:
Rear-Rubber Foot Assembly (RPI Part #AMF180)
Front-Rubber Foot Assembly (RPI Part#AMF166)"
"CAF011","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2726&rpinum=CAF011","421285 / 42021004 / 850404 /0200-608-000","RUBBER FOOT","ECG/EKG & EEG MACHINES
BURDICK
MC-600","RPI Part #CAF011
OEM Part #421285 / 42021004 / 850404 /0200-608-000
RUBBER FOOT
4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below
Fits: Chassis/Base Plate
Model(s) This Part Fits: DC-185, DC-190, E500 TW, E600, EK-5, EK-5A, EK-6, EK-670, EK-7, EK-8, Foot Controls: F011 & F013, Hood & Motor: E026, E027, E028 & E029, MC-600, Statim 2000, Statim 5000, Statim G4 2000, Statim G4 5000, TMS-302, Triac
Catalog Page(s): 3-511, 4-902, 5-200, 10-605, 10-1509
Part Description Updated: 7/30/2014","4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below","http://www.rpiparts.com/pimages/CAF011.GIF","Notes: Fits Model Triac Serial #144999 and below.
Also Included In:
Rear-Rubber Foot Assembly (RPI Part #AMF180)
Front-Rubber Foot Assembly (RPI Part#AMF166)"
"BUC018","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2723&rpinum=BUC018","(OEM Part # Not Available)","POWER CORD / EXT CORD (13A @ 125VAC, 8 ft.)","ECG/EKG & EEG MACHINES
BURDICK
MW200","RPI Part #BUC018
OEM Part # (OEM Part # Not Available)
POWER CORD / EXT CORD (13A @ 125VAC, 8 ft.)
Length: 8 ft.
16/3 SJT, 60°C; 13A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: NEMA 5-15R
Color: Black
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: AC Connector
Model(s) This Part Fits: MW200, MW225, UT420, UT4300
Catalog Page(s): 5-201, 6-303
Part Description Updated: 11/19/2014","Length: 8 ft.
16/3 SJT, 60°C; 13A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: NEMA 5-15R
Color: Black
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/BUC018.GIF",""
"BUC018","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2735&rpinum=BUC018","(OEM Part # Not Available)","POWER CORD / EXT CORD (13A @ 125VAC, 8 ft.)","ECG/EKG & EEG MACHINES
BURDICK
MW225","RPI Part #BUC018
OEM Part # (OEM Part # Not Available)
POWER CORD / EXT CORD (13A @ 125VAC, 8 ft.)
Length: 8 ft.
16/3 SJT, 60°C; 13A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: NEMA 5-15R
Color: Black
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: AC Connector
Model(s) This Part Fits: MW200, MW225, UT420, UT4300
Catalog Page(s): 5-201, 6-303
Part Description Updated: 11/19/2014","Length: 8 ft.
16/3 SJT, 60°C; 13A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: NEMA 5-15R
Color: Black
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/BUC018.GIF",""
"BUS032","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2741&rpinum=BUS032","827795","MARKER SWITCH","ECG/EKG & EEG MACHINES
BURDICK
PA-100","RPI Part #BUS032
OEM Part #827795
MARKER SWITCH
Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware
Fits: Control Panel
Model(s) This Part Fits: DC-175, DC-195, EK-5A, PA-100, PA-101, PA-104, PA-107
Catalog Page(s): 5-201
Part Description Updated: 7/30/2014","Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware","http://www.rpiparts.com/pimages/BUS032.GIF",""
"BUS032","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2746&rpinum=BUS032","827795","MARKER SWITCH","ECG/EKG & EEG MACHINES
BURDICK
PA-101","RPI Part #BUS032
OEM Part #827795
MARKER SWITCH
Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware
Fits: Control Panel
Model(s) This Part Fits: DC-175, DC-195, EK-5A, PA-100, PA-101, PA-104, PA-107
Catalog Page(s): 5-201
Part Description Updated: 7/30/2014","Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware","http://www.rpiparts.com/pimages/BUS032.GIF",""
"BUS032","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2745&rpinum=BUS032","827795","MARKER SWITCH","ECG/EKG & EEG MACHINES
BURDICK
PA-104","RPI Part #BUS032
OEM Part #827795
MARKER SWITCH
Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware
Fits: Control Panel
Model(s) This Part Fits: DC-175, DC-195, EK-5A, PA-100, PA-101, PA-104, PA-107
Catalog Page(s): 5-201
Part Description Updated: 7/30/2014","Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware","http://www.rpiparts.com/pimages/BUS032.GIF",""
"BUS032","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2744&rpinum=BUS032","827795","MARKER SWITCH","ECG/EKG & EEG MACHINES
BURDICK
PA-107","RPI Part #BUS032
OEM Part #827795
MARKER SWITCH
Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware
Fits: Control Panel
Model(s) This Part Fits: DC-175, DC-195, EK-5A, PA-100, PA-101, PA-104, PA-107
Catalog Page(s): 5-201
Part Description Updated: 7/30/2014","Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware","http://www.rpiparts.com/pimages/BUS032.GIF",""
"CAF011","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2738&rpinum=CAF011","421285 / 42021004 / 850404 /0200-608-000","RUBBER FOOT","ECG/EKG & EEG MACHINES
BURDICK
TMS-302","RPI Part #CAF011
OEM Part #421285 / 42021004 / 850404 /0200-608-000
RUBBER FOOT
4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below
Fits: Chassis/Base Plate
Model(s) This Part Fits: DC-185, DC-190, E500 TW, E600, EK-5, EK-5A, EK-6, EK-670, EK-7, EK-8, Foot Controls: F011 & F013, Hood & Motor: E026, E027, E028 & E029, MC-600, Statim 2000, Statim 5000, Statim G4 2000, Statim G4 5000, TMS-302, Triac
Catalog Page(s): 3-511, 4-902, 5-200, 10-605, 10-1509
Part Description Updated: 7/30/2014","4 per package
Material: Black rubber with molded in steel washer
Size: ~.75"" O.D. x .50"" lg.; #10 clearance hole
See Notes below","http://www.rpiparts.com/pimages/CAF011.GIF","Notes: Fits Model Triac Serial #144999 and below.
Also Included In:
Rear-Rubber Foot Assembly (RPI Part #AMF180)
Front-Rubber Foot Assembly (RPI Part#AMF166)"
"BUS032","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2734&rpinum=BUS032","827795","MARKER SWITCH","ECG/EKG & EEG MACHINES
BURDICK
DC-175","RPI Part #BUS032
OEM Part #827795
MARKER SWITCH
Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware
Fits: Control Panel
Model(s) This Part Fits: DC-175, DC-195, EK-5A, PA-100, PA-101, PA-104, PA-107
Catalog Page(s): 5-201
Part Description Updated: 7/30/2014","Normally Open
3A@125VAC; 4A@14VDC
Includes: Mounting hardware","http://www.rpiparts.com/pimages/BUS032.GIF",""
"BUS030","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2737&rpinum=BUS030","827785","POWER SWITCH","ECG/EKG & EEG MACHINES
BURDICK
DC-180","RPI Part #BUS030
OEM Part #827785
POWER SWITCH
DPST
6A @ 125VAC; 3A @ 250VDC
Fits: Control Panel
Model(s) This Part Fits: DC-180, DC-185, EK-5, EK-5A
Catalog Page(s): 5-201
Part Description Updated: 8/21/2014","DPST
6A @ 125VAC; 3A @ 250VDC","http://www.rpiparts.com/pimages/BUS030.GIF",""
"BUC017","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2719&rpinum=BUC017","097152","POWER CORD (7A @ 125VAC, 8 ft.)","ECG/EKG & EEG MACHINES
BURDICK
EK-4","RPI Part #BUC017
OEM Part #097152
POWER CORD (7A @ 125VAC, 8 ft.)
Length: 8 ft.
18/3 SJT, 60°C; 7A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: BMI-3
Color: Gray
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: AC Connector
Model(s) This Part Fits: EK-1, EK-2, EK-3, EK-4, EK-5, EK-5A, EK-8
Catalog Page(s): 5-201, 6-303
Part Description Updated: 8/21/2014","Length: 8 ft.
18/3 SJT, 60°C; 7A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: BMI-3
Color: Gray
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/BUC017.GIF",""
"BUS005","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2719&rpinum=BUS005","860344","RECORD STYLUS","ECG/EKG & EEG MACHINES
BURDICK
EK-4","RPI Part #BUS005
OEM Part #860344
RECORD STYLUS
Fits: Galvanometer Assembly
Model(s) This Part Fits: EK-3, EK-4
Catalog Page(s): 5-200
Part Description Updated: 12/4/2013","","http://www.rpiparts.com/pimages/BUS005.GIF",""
"BUS007","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2719&rpinum=BUS007","860343","MARKING STYLUS","ECG/EKG & EEG MACHINES
BURDICK
EK-4","RPI Part #BUS007
OEM Part #860343
MARKING STYLUS
Fits: Recording Assembly
Model(s) This Part Fits: EK-4
Catalog Page(s): 5-200
Part Description Updated: 12/12/2008","","http://www.rpiparts.com/pimages/BUS007.GIF",""
"KEB014","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2719&rpinum=KEB014","(OEM Part # Not Available)","PATIENT CABLE - 5 LEAD FIXED PIN","ECG/EKG & EEG MACHINES
BURDICK
EK-4","RPI Part #KEB014
Old RPI Part #BUC009
OEM Part # (OEM Part # Not Available)
PATIENT CABLE - 5 LEAD FIXED PIN
Number of Leads: 5
Length: 8 ft.
Equipment End: 5-Pin
Patient End: Fixed .125"" Pin
Color: White, Green, Brown, Red, and Black
See NOTES below
Model(s) This Part Fits: 300, 335, 337, EK-1, EK-1, EK-2, EK-2, EK-3, EK-3, EK-4, EK-4, EK-5, EK-5, EK-5A, EK-5A
Catalog Page(s): 5-202, 5-400
Part Description Updated: 3/9/2015","Number of Leads: 5
Length: 8 ft.
Equipment End: 5-Pin
Patient End: Fixed .125"" Pin
Color: White, Green, Brown, Red, and Black
See NOTES below","http://www.rpiparts.com/pimages/KEB014.GIF","Notes:
Please see Directions for Use the for this part. (Adobe PDF)
This cable replaces RPI Part #BUC009 ( RPI Part #BUC009 )
Also available: Leadwire Adaptor Kit (RPI Part #LAK001)"
"BUB012","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2739&rpinum=BUB012","850402","TIMING DRIVE BELT","ECG/EKG & EEG MACHINES
BURDICK
EK-5","RPI Part #BUB012
OEM Part #850402
Industry Part #80XL025
TIMING DRIVE BELT
Fits: Drive Pulley
Model(s) This Part Fits: EK-5, EK-5A
Catalog Page(s): 5-200
Part Description Updated: 7/30/2014","","http://www.rpiparts.com/pimages/BUB012.GIF",""
"BUC017","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2739&rpinum=BUC017","097152","POWER CORD (7A @ 125VAC, 8 ft.)","ECG/EKG & EEG MACHINES
BURDICK
EK-5","RPI Part #BUC017
OEM Part #097152
POWER CORD (7A @ 125VAC, 8 ft.)
Length: 8 ft.
18/3 SJT, 60°C; 7A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: BMI-3
Color: Gray
For a complete listing of related parts, click this link. (Adobe PDF)
Fits: AC Connector
Model(s) This Part Fits: EK-1, EK-2, EK-3, EK-4, EK-5, EK-5A, EK-8
Catalog Page(s): 5-201, 6-303
Part Description Updated: 8/21/2014","Length: 8 ft.
18/3 SJT, 60°C; 7A @ 125VAC
Plug Type: NEMA 5-15P
Connector Type: BMI-3
Color: Gray
For a complete listing of related parts, click this link. (Adobe PDF)","http://www.rpiparts.com/pimages/BUC017.GIF",""
"BUK041","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2739&rpinum=BUK041","844842","LEAD SELECTOR KNOB","ECG/EKG & EEG MACHINES
BURDICK
EK-5","RPI Part #BUK041
OEM Part #844842
LEAD SELECTOR KNOB
Size: ~1.13"" OD x .77"" lg.
Shaft size: 1/4""
Includes: Set screws
Fits: Control Panel
Model(s) This Part Fits: EK-5, EK-5A
Catalog Page(s): 5-200
Part Description Updated: 7/29/2014","Size: ~1.13"" OD x .77"" lg.
Shaft size: 1/4""
Includes: Set screws","http://www.rpiparts.com/pimages/BUK041.GIF",""
"BUK042","http://www.rpiparts.com/PartPage.asp?equip=29&oem=156&model=2739&rpinum=BUK042","33 22 646 / 844845 / 015408","DIMMER/SENSITIVITY KNOB","ECG/EKG & EEG MACHINES
BURDICK
EK-5","RPI Part #BUK042
OEM Part #33 22 646 / 844845 / 015408
DIMMER/SENSITIVITY KNOB
Size: ~.91"" OD x .64"" lg.
Shaft size: 1/4""
Includes: Set screws
Also Included in: Dimmer Switch Assembly (RPI Part #PCA680)
Fits: Dimmer Switch Assembly and Dimmer Switch / Control Panel / Pyrometer shaft
Model(s) This Part Fits: LF, LF+,LFC, LFII, LFIIC, LFIIC-D, LFIIL, LFIIT, LFIIT-D, LFIIW, LFIIW (2), LFIIW (3), LFIII, LFIIIC, LFIIICB, LFIIIC-D, LFIIIS, LFIIISE, LFIIIT, LFIIIT-D, LFIIIWL, EK-5 & EK-5A
Catalog Page(s): 4-900, 4-1303, 4-1305, 5-200
Part Description Updated: 7/29/2014","Size: ~.91"" OD x .64"" lg.
Shaft size: 1/4""
Includes: Set screws
Also Included in: Dimmer Switch Assembly (RPI Part #PCA680)","http://www.rpiparts.com/pimages/BUK042.GIF",""
